"Time (EpSec)","Azimuth (deg)","Elevation (deg)","Range (km)"
391.000,90.33281990,5.51667954,1824.060684
391.200,90.33278782,5.50725866,1825.317717
391.400,90.33275607,5.49784146,1826.574726
391.600,90.33272463,5.48842794,1827.831713
391.800,90.33269351,5.47901809,1829.088675
392.000,90.33266270,5.46961191,1830.345614
392.200,90.33263220,5.46020938,1831.602530
392.400,90.33260202,5.45081050,1832.859422
392.600,90.33257216,5.44141526,1834.116290
392.800,90.33254260,5.43202366,1835.373135
393.000,90.33251336,5.42263568,1836.629957
393.200,90.33248443,5.41325132,1837.886755
393.400,90.33245581,5.40387057,1839.143529
393.600,90.33242750,5.39449343,1840.400280
393.800,90.33239949,5.38511989,1841.657007
394.000,90.33237180,5.37574994,1842.913711
394.200,90.33234441,5.36638357,1844.170392
394.400,90.33231733,5.35702078,1845.427048
394.600,90.33229056,5.34766156,1846.683682
394.800,90.33226410,5.33830590,1847.940291
395.000,90.33223793,5.32895380,1849.196878
395.200,90.33221208,5.31960525,1850.453440
395.400,90.33218652,5.31026023,1851.709980
395.600,90.33216127,5.30091876,1852.966495
395.800,90.33213633,5.29158081,1854.222987
396.000,90.33211168,5.28224638,1855.479456
396.200,90.33208734,5.27291546,1856.735901
396.400,90.33206329,5.26358805,1857.992323
396.600,90.33203955,5.25426414,1859.248721
396.800,90.33201611,5.24494373,1860.505095
397.000,90.33199296,5.23562680,1861.761446
397.200,90.33197012,5.22631335,1863.017773
397.400,90.33194757,5.21700337,1864.274077
397.600,90.33192532,5.20769686,1865.530357
397.800,90.33190336,5.19839380,1866.786614
398.000,90.33188170,5.18909420,1868.042847
398.200,90.33186034,5.17979805,1869.299057
398.400,90.33183927,5.17050533,1870.555243
398.600,90.33181849,5.16121605,1871.811406
398.800,90.33179801,5.15193019,1873.067545
399.000,90.33177782,5.14264775,1874.323660
399.200,90.33175792,5.13336872,1875.579752
399.400,90.33173831,5.12409310,1876.835821
399.600,90.33171899,5.11482088,1878.091866
399.800,90.33169997,5.10555204,1879.347887
400.000,90.33168123,5.09628660,1880.603885
400.200,90.33166278,5.08702453,1881.859859
400.400,90.33164463,5.07776584,1883.115810
400.600,90.33162675,5.06851051,1884.371737
400.800,90.33160917,5.05925854,1885.627641
401.000,90.33159187,5.05000993,1886.883521
401.200,90.33157486,5.04076466,1888.139377
401.400,90.33155814,5.03152273,1889.395210
401.600,90.33154170,5.02228413,1890.651020
401.800,90.33152554,5.01304886,1891.906805
402.000,90.33150967,5.00381692,1893.162568
402.200,90.33149408,4.99458828,1894.418307
402.400,90.33147877,4.98536296,1895.674022
402.600,90.33146374,4.97614094,1896.929713
402.800,90.33144900,4.96692221,1898.185382
403.000,90.33143454,4.95770677,1899.441026
403.200,90.33142035,4.94849462,1900.696647
403.400,90.33140645,4.93928574,1901.952245
403.600,90.33139283,4.93008013,1903.207818
403.800,90.33137948,4.92087778,1904.463369
404.000,90.33136641,4.91167870,1905.718896
404.200,90.33135362,4.90248286,1906.974399
404.400,90.33134111,4.89329027,1908.229879
404.600,90.33132887,4.88410092,1909.485335
404.800,90.33131691,4.87491480,1910.740767
405.000,90.33130522,4.86573191,1911.996176
405.200,90.33129381,4.85655224,1913.251562
405.400,90.33128267,4.84737578,1914.506924
405.600,90.33127181,4.83820253,1915.762262
405.800,90.33126121,4.82903249,1917.017577
406.000,90.33125089,4.81986564,1918.272868
406.200,90.33124085,4.81070198,1919.528136
406.400,90.33123107,4.80154150,1920.783380
406.600,90.33122156,4.79238420,1922.038601
406.800,90.33121233,4.78323008,1923.293798
407.000,90.33120336,4.77407912,1924.548971
407.200,90.33119466,4.76493132,1925.804121
407.400,90.33118623,4.75578668,1927.059248
407.600,90.33117807,4.74664518,1928.314350
407.800,90.33117018,4.73750683,1929.569430
408.000,90.33116255,4.72837161,1930.824485
408.200,90.33115519,4.71923952,1932.079517
408.400,90.33114809,4.71011056,1933.334526
408.600,90.33114127,4.70098472,1934.589511
408.800,90.33113470,4.69186199,1935.844473
409.000,90.33112840,4.68274236,1937.099411
409.200,90.33112236,4.67362584,1938.354325
409.400,90.33111659,4.66451241,1939.609216
409.600,90.33111108,4.65540208,1940.864083
409.800,90.33110583,4.64629482,1942.118927
410.000,90.33110084,4.63719065,1943.373747
410.200,90.33109611,4.62808954,1944.628544
410.400,90.33109164,4.61899151,1945.883317
410.600,90.33108744,4.60989653,1947.138066
410.800,90.33108349,4.60080461,1948.392792
411.000,90.33107980,4.59171574,1949.647495
411.200,90.33107637,4.58262991,1950.902174
411.400,90.33107320,4.57354712,1952.156829
411.600,90.33107028,4.56446736,1953.411461
411.800,90.33106763,4.55539064,1954.666069
412.000,90.33106522,4.54631693,1955.920654
412.200,90.33106308,4.53724623,1957.175215
412.400,90.33106119,4.52817855,1958.429752
412.600,90.33105955,4.51911387,1959.684266
412.800,90.33105817,4.51005219,1960.938757
413.000,90.33105704,4.50099351,1962.193224
413.200,90.33105617,4.49193781,1963.447667
413.400,90.33105554,4.48288509,1964.702087
413.600,90.33105518,4.47383535,1965.956483
413.800,90.33105506,4.46478859,1967.210856
414.000,90.33105519,4.45574478,1968.465205
414.200,90.33105558,4.44670394,1969.719531
414.400,90.33105621,4.43766606,1970.973833
414.600,90.33105709,4.42863112,1972.228112
414.800,90.33105823,4.41959913,1973.482367
415.000,90.33105961,4.41057007,1974.736598
415.200,90.33106124,4.40154395,1975.990806
415.400,90.33106312,4.39252076,1977.244990
415.600,90.33106525,4.38350049,1978.499151
415.800,90.33106762,4.37448314,1979.753289
416.000,90.33107024,4.36546870,1981.007402
416.200,90.33107310,4.35645716,1982.261493
416.400,90.33107621,4.34744853,1983.515559
416.600,90.33107957,4.33844279,1984.769602
416.800,90.33108317,4.32943995,1986.023622
417.000,90.33108701,4.32043998,1987.277618
417.200,90.33109110,4.31144290,1988.531591
417.400,90.33109543,4.30244870,1989.785540
417.600,90.33110000,4.29345736,1991.039465
417.800,90.33110481,4.28446889,1992.293367
418.000,90.33110987,4.27548328,1993.547245
418.200,90.33111517,4.26650052,1994.801100
418.400,90.33112071,4.25752061,1996.054932
418.600,90.33112648,4.24854355,1997.308739
418.800,90.33113250,4.23956932,1998.562524
419.000,90.33113876,4.23059793,1999.816284
419.200,90.33114525,4.22162936,2001.070022
419.400,90.33115199,4.21266362,2002.323735
419.600,90.33115896,4.20370070,2003.577426
419.800,90.33116617,4.19474059,2004.831092
420.000,90.33117361,4.18578329,2006.084735
420.200,90.33118130,4.17682879,2007.338355
420.400,90.33118921,4.16787709,2008.591951
420.600,90.33119737,4.15892818,2009.845523
420.800,90.33120576,4.14998206,2011.099073
421.000,90.33121438,4.14103872,2012.352598
421.200,90.33122324,4.13209816,2013.606100
421.400,90.33123233,4.12316037,2014.859578
421.600,90.33124165,4.11422535,2016.113033
421.800,90.33125121,4.10529310,2017.366465
422.000,90.33126100,4.09636360,2018.619873
422.200,90.33127102,4.08743685,2019.873257
422.400,90.33128128,4.07851286,2021.126618
422.600,90.33129176,4.06959160,2022.379955
422.800,90.33130247,4.06067309,2023.633269
423.000,90.33131342,4.05175731,2024.886559
423.200,90.33132459,4.04284425,2026.139826
423.400,90.33133600,4.03393393,2027.393070
423.600,90.33134763,4.02502631,2028.646289
423.800,90.33135949,4.01612142,2029.899486
424.000,90.33137158,4.00721923,2031.152658
424.200,90.33138390,3.99831975,2032.405808
424.400,90.33139644,3.98942297,2033.658934
424.600,90.33140921,3.98052888,2034.912036
424.800,90.33142220,3.97163748,2036.165115
425.000,90.33143543,3.96274877,2037.418170
425.200,90.33144887,3.95386273,2038.671202
425.400,90.33146255,3.94497938,2039.924210
425.600,90.33147644,3.93609869,2041.177195
425.800,90.33149056,3.92722067,2042.430156
426.000,90.33150491,3.91834532,2043.683094
426.200,90.33151947,3.90947261,2044.936008
426.400,90.33153426,3.90060257,2046.188899
426.600,90.33154927,3.89173517,2047.441766
426.800,90.33156451,3.88287041,2048.694610
427.000,90.33157996,3.87400829,2049.947430
427.200,90.33159564,3.86514880,2051.200227
427.400,90.33161154,3.85629195,2052.453000
427.600,90.33162766,3.84743771,2053.705750
427.800,90.33164399,3.83858610,2054.958477
428.000,90.33166055,3.82973710,2056.211179
428.200,90.33167732,3.82089072,2057.463859
428.400,90.33169432,3.81204694,2058.716515
428.600,90.33171153,3.80320576,2059.969147
428.800,90.33172896,3.79436718,2061.221756
429.000,90.33174661,3.78553119,2062.474342
429.200,90.33176447,3.77669778,2063.726904
429.400,90.33178255,3.76786697,2064.979442
429.600,90.33180085,3.75903873,2066.231957
429.800,90.33181936,3.75021306,2067.484449
430.000,90.33183809,3.74138997,2068.736917
430.200,90.33185703,3.73256944,2069.989362
430.400,90.33187619,3.72375147,2071.241783
430.600,90.33189556,3.71493606,2072.494181
430.800,90.33191514,3.70612320,2073.746555
431.000,90.33193494,3.69731289,2074.998906
431.200,90.33195495,3.68850512,2076.251233
431.400,90.33197518,3.67969989,2077.503537
431.600,90.33199561,3.67089719,2078.755817
431.800,90.33201626,3.66209703,2080.008074
432.000,90.33203712,3.65329939,2081.260308
432.200,90.33205819,3.64450427,2082.512518
432.400,90.33207947,3.63571167,2083.764704
432.600,90.33210095,3.62692158,2085.016867
432.800,90.33212265,3.61813400,2086.269007
433.000,90.33214456,3.60934892,2087.521123
433.200,90.33216668,3.60056635,2088.773216
433.400,90.33218901,3.59178626,2090.025285
433.600,90.33221154,3.58300867,2091.277331
433.800,90.33223428,3.57423357,2092.529354
434.000,90.33225723,3.56546095,2093.781353
434.200,90.33228039,3.55669081,2095.033328
434.400,90.33230375,3.54792314,2096.285280
434.600,90.33232732,3.53915794,2097.537209
434.800,90.33235109,3.53039521,2098.789114
435.000,90.33237507,3.52163494,2100.040996
435.200,90.33239926,3.51287712,2101.292854
435.400,90.33242365,3.50412176,2102.544689
435.600,90.33244824,3.49536885,2103.796501
435.800,90.33247304,3.48661838,2105.048289
436.000,90.33249804,3.47787036,2106.300054
436.200,90.33252325,3.46912477,2107.551795
436.400,90.33254865,3.46038161,2108.803513
436.600,90.33257426,3.45164088,2110.055207
436.800,90.33260008,3.44290257,2111.306878
437.000,90.33262609,3.43416668,2112.558526
437.200,90.33265230,3.42543321,2113.810150
437.400,90.33267872,3.41670215,2115.061750
437.600,90.33270534,3.40797350,2116.313328
437.800,90.33273215,3.39924725,2117.564882
438.000,90.33275917,3.39052340,2118.816412
438.200,90.33278638,3.38180195,2120.067919
438.400,90.33281380,3.37308288,2121.319403
438.600,90.33284141,3.36436621,2122.570863
438.800,90.33286922,3.35565191,2123.822300
439.000,90.33289723,3.34694000,2125.073713
439.200,90.33292544,3.33823046,2126.325103
439.400,90.33295385,3.32952330,2127.576470
439.600,90.33298245,3.32081850,2128.827813
439.800,90.33301125,3.31211606,2130.079133
440.000,90.33304024,3.30341598,2131.330430
440.200,90.33306943,3.29471826,2132.581703
440.400,90.33309882,3.28602289,2133.832953
440.600,90.33312840,3.27732986,2135.084179
440.800,90.33315817,3.26863918,2136.335382
441.000,90.33318814,3.25995084,2137.586561
441.200,90.33321831,3.25126483,2138.837718
441.400,90.33324866,3.24258116,2140.088850
441.600,90.33327921,3.23389981,2141.339960
441.800,90.33330996,3.22522079,2142.591046
442.000,90.33334089,3.21654409,2143.842108
442.200,90.33337202,3.20786970,2145.093148
442.400,90.33340334,3.19919763,2146.344164
442.600,90.33343486,3.19052786,2147.595156
442.800,90.33346656,3.18186040,2148.846125
443.000,90.33349845,3.17319524,2150.097071
443.200,90.33353054,3.16453238,2151.347994
443.400,90.33356281,3.15587181,2152.598893
443.600,90.33359528,3.14721352,2153.849768
443.800,90.33362793,3.13855753,2155.100621
444.000,90.33366078,3.12990381,2156.351450
444.200,90.33369381,3.12125238,2157.602255
444.400,90.33372703,3.11260321,2158.853038
444.600,90.33376044,3.10395632,2160.103797
444.800,90.33379404,3.09531170,2161.354532
445.000,90.33382782,3.08666933,2162.605245
445.200,90.33386179,3.07802923,2163.855933
445.400,90.33389595,3.06939138,2165.106599
445.600,90.33393030,3.06075579,2166.357241
445.800,90.33396483,3.05212244,2167.607860
446.000,90.33399954,3.04349133,2168.858456
446.200,90.33403445,3.03486247,2170.109028
446.400,90.33406953,3.02623584,2171.359577
446.600,90.33410481,3.01761145,2172.610102
446.800,90.33414026,3.00898928,2173.860605
447.000,90.33417590,3.00036934,2175.111084
447.200,90.33421173,2.99175163,2176.361539
447.400,90.33424774,2.98313613,2177.611971
447.600,90.33428393,2.97452285,2178.862380
447.800,90.33432030,2.96591177,2180.112766
448.000,90.33435686,2.95730291,2181.363128
448.200,90.33439360,2.94869625,2182.613467
448.400,90.33443052,2.94009179,2183.863783
448.600,90.33446762,2.93148953,2185.114075
448.800,90.33450490,2.92288946,2186.364344
449.000,90.33454237,2.91429158,2187.614590
449.200,90.33458001,2.90569588,2188.864813
449.400,90.33461783,2.89710237,2190.115012
449.600,90.33465584,2.88851104,2191.365188
449.800,90.33469402,2.87992188,2192.615340
450.000,90.33473239,2.87133490,2193.865470
450.200,90.33477093,2.86275008,2195.115575
450.400,90.33480965,2.85416743,2196.365658
450.600,90.33484855,2.84558694,2197.615718
450.800,90.33488763,2.83700861,2198.865754
451.000,90.33492688,2.82843243,2200.115766
451.200,90.33496631,2.81985840,2201.365756
451.400,90.33500592,2.81128652,2202.615722
451.600,90.33504571,2.80271679,2203.865665
451.800,90.33508567,2.79414919,2205.115585
452.000,90.33512581,2.78558373,2206.365481
452.200,90.33516613,2.77702041,2207.615355
452.400,90.33520662,2.76845921,2208.865204
452.600,90.33524728,2.75990014,2210.115031
452.800,90.33528812,2.75134320,2211.364834
453.000,90.33532914,2.74278837,2212.614615
453.200,90.33537033,2.73423567,2213.864371
453.400,90.33541169,2.72568507,2215.114105
453.600,90.33545323,2.71713658,2216.363815
453.800,90.33549494,2.70859020,2217.613502
454.000,90.33553682,2.70004593,2218.863166
454.200,90.33557887,2.69150375,2220.112807
454.400,90.33562110,2.68296367,2221.362424
454.600,90.33566350,2.67442568,2222.612018
454.800,90.33570607,2.66588978,2223.861589
455.000,90.33574882,2.65735597,2225.111137
455.200,90.33579173,2.64882424,2226.360661
455.400,90.33583482,2.64029459,2227.610162
455.600,90.33587808,2.63176701,2228.859640
455.800,90.33592150,2.62324151,2230.109095
456.000,90.33596510,2.61471808,2231.358526
456.200,90.33600887,2.60619671,2232.607934
456.400,90.33605280,2.59767741,2233.857319
456.600,90.33609691,2.58916016,2235.106681
456.800,90.33614118,2.58064497,2236.356020
457.000,90.33618562,2.57213184,2237.605335
457.200,90.33623023,2.56362075,2238.854627
457.400,90.33627501,2.55511172,2240.103896
457.600,90.33631996,2.54660472,2241.353142
457.800,90.33636507,2.53809977,2242.602364
458.000,90.33641035,2.52959685,2243.851563
458.200,90.33645580,2.52109596,2245.100739
458.400,90.33650142,2.51259711,2246.349892
458.600,90.33654720,2.50410028,2247.599022
458.800,90.33659314,2.49560548,2248.848128
459.000,90.33663926,2.48711270,2250.097212
459.200,90.33668553,2.47862193,2251.346272
459.400,90.33673198,2.47013318,2252.595309
459.600,90.33677858,2.46164645,2253.844322
459.800,90.33682535,2.45316171,2255.093313
460.000,90.33687229,2.44467899,2256.342280
460.200,90.33691939,2.43619826,2257.591224
460.400,90.33696665,2.42771954,2258.840145
460.600,90.33701408,2.41924281,2260.089043
460.800,90.33706167,2.41076807,2261.337918
461.000,90.33710943,2.40229532,2262.586769
461.200,90.33715734,2.39382456,2263.835598
461.400,90.33720542,2.38535578,2265.084403
461.600,90.33725366,2.37688898,2266.333185
461.800,90.33730206,2.36842416,2267.581944
462.000,90.33735062,2.35996131,2268.830679
462.200,90.33739935,2.35150044,2270.079392
462.400,90.33744823,2.34304153,2271.328081
462.600,90.33749728,2.33458458,2272.576747
462.800,90.33754648,2.32612960,2273.825391
463.000,90.33759585,2.31767657,2275.074010
463.200,90.33764537,2.30922550,2276.322607
463.400,90.33769506,2.30077638,2277.571181
463.600,90.33774490,2.29232921,2278.819731
463.800,90.33779491,2.28388399,2280.068259
464.000,90.33784507,2.27544071,2281.316763
464.200,90.33789539,2.26699937,2282.565244
464.400,90.33794587,2.25855997,2283.813702
464.600,90.33799651,2.25012250,2285.062137
464.800,90.33804730,2.24168696,2286.310549
465.000,90.33809825,2.23325335,2287.558937
465.200,90.33814936,2.22482167,2288.807303
465.400,90.33820062,2.21639191,2290.055645
465.600,90.33825205,2.20796407,2291.303964
465.800,90.33830362,2.19953814,2292.552261
466.000,90.33835536,2.19111413,2293.800534
466.200,90.33840725,2.18269203,2295.048784
466.400,90.33845929,2.17427183,2296.297010
466.600,90.33851149,2.16585354,2297.545214
466.800,90.33856385,2.15743715,2298.793395
467.000,90.33861636,2.14902266,2300.041552
467.200,90.33866902,2.14061007,2301.289687
467.400,90.33872184,2.13219937,2302.537798
467.600,90.33877482,2.12379056,2303.785887
467.800,90.33882794,2.11538363,2305.033952
468.000,90.33888122,2.10697859,2306.281994
468.200,90.33893465,2.09857544,2307.530013
468.400,90.33898824,2.09017415,2308.778009
468.600,90.33904198,2.08177475,2310.025982
468.800,90.33909587,2.07337722,2311.273932
469.000,90.33914991,2.06498155,2312.521858
469.200,90.33920410,2.05658776,2313.769762
469.400,90.33925845,2.04819583,2315.017643
469.600,90.33931295,2.03980576,2316.265500
469.800,90.33936760,2.03141755,2317.513335
470.000,90.33942240,2.02303119,2318.761146
470.200,90.33947735,2.01464668,2320.008935
470.400,90.33953245,2.00626403,2321.256700
470.600,90.33958770,1.99788322,2322.504442
470.800,90.33964310,1.98950426,2323.752162
471.000,90.33969865,1.98112714,2324.999858
471.200,90.33975434,1.97275186,2326.247531
471.400,90.33981019,1.96437841,2327.495181
471.600,90.33986619,1.95600680,2328.742808
471.800,90.33992233,1.94763702,2329.990413
472.000,90.33997863,1.93926906,2331.237994
472.200,90.34003507,1.93090293,2332.485552
472.400,90.34009166,1.92253862,2333.733087
472.600,90.34014840,1.91417613,2334.980599
472.800,90.34020528,1.90581546,2336.228088
473.000,90.34026231,1.89745660,2337.475554
473.200,90.34031949,1.88909955,2338.722997
473.400,90.34037681,1.88074431,2339.970416
473.600,90.34043428,1.87239088,2341.217813
473.800,90.34049190,1.86403925,2342.465187
474.000,90.34054967,1.85568942,2343.712538
474.200,90.34060757,1.84734138,2344.959866
474.400,90.34066563,1.83899515,2346.207171
474.600,90.34072383,1.83065070,2347.454453
474.800,90.34078217,1.82230804,2348.701712
475.000,90.34084066,1.81396717,2349.948948
475.200,90.34089929,1.80562809,2351.196161
475.400,90.34095807,1.79729078,2352.443351
475.600,90.34101699,1.78895525,2353.690518
475.800,90.34107606,1.78062150,2354.937662
476.000,90.34113526,1.77228953,2356.184783
476.200,90.34119462,1.76395932,2357.431881
476.400,90.34125411,1.75563088,2358.678956
476.600,90.34131375,1.74730421,2359.926009
476.800,90.34137353,1.73897930,2361.173038
477.000,90.34143345,1.73065615,2362.420044
477.200,90.34149351,1.72233476,2363.667027
477.400,90.34155372,1.71401512,2364.913988
477.600,90.34161407,1.70569724,2366.160925
477.800,90.34167456,1.69738110,2367.407840
478.000,90.34173519,1.68906672,2368.654731
478.200,90.34179596,1.68075407,2369.901600
478.400,90.34185687,1.67244317,2371.148445
478.600,90.34191792,1.66413401,2372.395268
478.800,90.34197911,1.65582659,2373.642068
479.000,90.34204044,1.64752090,2374.888845
479.200,90.34210192,1.63921694,2376.135598
479.400,90.34216353,1.63091471,2377.382329
479.600,90.34222528,1.62261420,2378.629037
479.800,90.34228717,1.61431542,2379.875723
480.000,90.34234919,1.60601837,2381.122385
480.200,90.34241136,1.59772303,2382.369024
480.400,90.34247367,1.58942940,2383.615640
480.600,90.34253611,1.58113750,2384.862234
480.800,90.34259869,1.57284730,2386.108805
481.000,90.34266141,1.56455881,2387.355352
481.200,90.34272427,1.55627203,2388.601877
481.400,90.34278726,1.54798695,2389.848379
481.600,90.34285039,1.53970357,2391.094858
481.800,90.34291366,1.53142189,2392.341314
482.000,90.34297706,1.52314191,2393.587747
482.200,90.34304060,1.51486362,2394.834157
482.400,90.34310428,1.50658703,2396.080545
482.600,90.34316809,1.49831212,2397.326909
482.800,90.34323204,1.49003890,2398.573251
483.000,90.34329612,1.48176736,2399.819570
483.200,90.34336034,1.47349750,2401.065866
483.400,90.34342469,1.46522933,2402.312139
483.600,90.34348918,1.45696283,2403.558389
483.800,90.34355381,1.44869800,2404.804616
484.000,90.34361856,1.44043484,2406.050821
484.200,90.34368345,1.43217336,2407.297002
484.400,90.34374848,1.42391354,2408.543161
484.600,90.34381364,1.41565539,2409.789297
484.800,90.34387893,1.40739889,2411.035410
485.000,90.34394436,1.39914406,2412.281500
485.200,90.34400992,1.39089089,2413.527568
485.400,90.34407561,1.38263936,2414.773612
485.600,90.34414143,1.37438950,2416.019634
485.800,90.34420739,1.36614128,2417.265633
486.000,90.34427348,1.35789471,2418.511609
486.200,90.34433970,1.34964978,2419.757562
486.400,90.34440605,1.34140650,2421.003492
486.600,90.34447254,1.33316485,2422.249400
486.800,90.34453915,1.32492485,2423.495285
487.000,90.34460590,1.31668648,2424.741147
487.200,90.34467278,1.30844974,2425.986986
487.400,90.34473979,1.30021464,2427.232802
487.600,90.34480692,1.29198116,2428.478596
487.800,90.34487419,1.28374931,2429.724366
488.000,90.34494159,1.27551909,2430.970114
488.200,90.34500912,1.26729048,2432.215839
488.400,90.34507678,1.25906350,2433.461542
488.600,90.34514457,1.25083813,2434.707221
488.800,90.34521249,1.24261437,2435.952878
489.000,90.34528053,1.23439223,2437.198512
489.200,90.34534871,1.22617170,2438.444123
489.400,90.34541701,1.21795278,2439.689711
489.600,90.34548545,1.20973546,2440.935277
489.800,90.34555401,1.20151974,2442.180820
490.000,90.34562270,1.19330563,2443.426340
490.200,90.34569151,1.18509311,2444.671837
490.400,90.34576046,1.17688219,2445.917312
490.600,90.34582953,1.16867287,2447.162764
490.800,90.34589873,1.16046513,2448.408193
491.000,90.34596805,1.15225899,2449.653599
491.200,90.34603751,1.14405443,2450.898982
491.400,90.34610709,1.13585146,2452.144343
491.600,90.34617679,1.12765006,2453.389681
491.800,90.34624662,1.11945025,2454.634996
492.000,90.34631658,1.11125202,2455.880289
492.200,90.34638667,1.10305537,2457.125559
492.400,90.34645688,1.09486028,2458.370806
492.600,90.34652721,1.08666677,2459.616030
492.800,90.34659767,1.07847483,2460.861232
493.000,90.34666826,1.07028445,2462.106411
493.200,90.34673896,1.06209564,2463.351567
493.400,90.34680980,1.05390839,2464.596700
493.600,90.34688076,1.04572271,2465.841811
493.800,90.34695184,1.03753858,2467.086899
494.000,90.34702305,1.02935600,2468.331964
494.200,90.34709438,1.02117498,2469.577007
494.400,90.34716583,1.01299551,2470.822027
494.600,90.34723741,1.00481759,2472.067024
494.800,90.34730911,0.99664122,2473.311998
495.000,90.34738094,0.98846639,2474.556950
495.200,90.34745288,0.98029311,2475.801879
495.400,90.34752495,0.97212136,2477.046786
495.600,90.34759715,0.96395116,2478.291669
495.800,90.34766946,0.95578249,2479.536530
496.000,90.34774190,0.94761535,2480.781369
496.200,90.34781446,0.93944975,2482.026184
496.400,90.34788714,0.93128567,2483.270977
496.600,90.34795994,0.92312313,2484.515748
496.800,90.34803286,0.91496211,2485.760495
497.000,90.34810591,0.90680261,2487.005220
497.200,90.34817907,0.89864463,2488.249923
497.400,90.34825236,0.89048817,2489.494603
497.600,90.34832576,0.88233323,2490.739260
497.800,90.34839929,0.87417981,2491.983894
498.000,90.34847294,0.86602789,2493.228506
498.200,90.34854670,0.85787749,2494.473095
498.400,90.34862059,0.84972860,2495.717661
498.600,90.34869460,0.84158121,2496.962205
498.800,90.34876872,0.83343533,2498.206726
499.000,90.34884297,0.82529095,2499.451225
499.200,90.34891733,0.81714807,2500.695701
499.400,90.34899181,0.80900668,2501.940154
499.600,90.34906642,0.80086680,2503.184585
499.800,90.34914114,0.79272840,2504.428993
500.000,90.34921597,0.78459150,2505.673378
500.200,90.34929093,0.77645609,2506.917741
500.400,90.34936601,0.76832217,2508.162081
500.600,90.34944120,0.76018973,2509.406399
500.800,90.34951651,0.75205877,2510.650694
501.000,90.34959193,0.74392930,2511.894966
501.200,90.34966748,0.73580130,2513.139216
501.400,90.34974314,0.72767479,2514.383443
501.600,90.34981892,0.71954975,2515.627648
501.800,90.34989481,0.71142618,2516.871830
502.000,90.34997083,0.70330408,2518.115989
502.200,90.35004695,0.69518346,2519.360126
502.400,90.35012320,0.68706429,2520.604241
502.600,90.35019956,0.67894660,2521.848332
502.800,90.35027603,0.67083037,2523.092401
503.000,90.35035263,0.66271560,2524.336448
503.200,90.35042933,0.65460229,2525.580472
503.400,90.35050615,0.64649043,2526.824473
503.600,90.35058309,0.63838003,2528.068452
503.800,90.35066014,0.63027109,2529.312409
504.000,90.35073731,0.62216359,2530.556342
504.200,90.35081459,0.61405755,2531.800254
504.400,90.35089199,0.60595295,2533.044142
504.600,90.35096950,0.59784979,2534.288008
504.800,90.35104712,0.58974808,2535.531852
505.000,90.35112486,0.58164782,2536.775673
505.200,90.35120271,0.57354899,2538.019472
505.400,90.35128067,0.56545159,2539.263248
505.600,90.35135875,0.55735564,2540.507001
505.800,90.35143694,0.54926111,2541.750732
506.000,90.35151525,0.54116802,2542.994440
506.200,90.35159366,0.53307636,2544.238126
506.400,90.35167219,0.52498612,2545.481790
506.600,90.35175083,0.51689731,2546.725431
506.800,90.35182959,0.50880993,2547.969049
507.000,90.35190845,0.50072396,2549.212645
507.200,90.35198743,0.49263942,2550.456218
507.400,90.35206652,0.48455629,2551.699769
507.600,90.35214572,0.47647458,2552.943297
507.800,90.35222504,0.46839429,2554.186803
508.000,90.35230446,0.46031540,2555.430287
508.200,90.35238400,0.45223793,2556.673747
508.400,90.35246364,0.44416186,2557.917186
508.600,90.35254340,0.43608720,2559.160602
508.800,90.35262327,0.42801395,2560.403995
509.000,90.35270324,0.41994210,2561.647366
509.200,90.35278333,0.41187164,2562.890715
509.400,90.35286353,0.40380259,2564.134041
509.600,90.35294384,0.39573493,2565.377344
509.800,90.35302426,0.38766867,2566.620625
510.000,90.35310478,0.37960381,2567.863884
510.200,90.35318542,0.37154033,2569.107120
510.400,90.35326617,0.36347824,2570.350334
510.600,90.35334702,0.35541754,2571.593525
510.800,90.35342798,0.34735823,2572.836694
511.000,90.35350906,0.33930030,2574.079841
511.200,90.35359024,0.33124375,2575.322965
511.400,90.35367153,0.32318858,2576.566066
511.600,90.35375292,0.31513479,2577.809145
511.800,90.35383443,0.30708238,2579.052202
512.000,90.35391604,0.29903134,2580.295236
512.200,90.35399777,0.29098167,2581.538248
512.400,90.35407959,0.28293338,2582.781237
512.600,90.35416153,0.27488645,2584.024205
512.800,90.35424357,0.26684089,2585.267149
513.000,90.35432572,0.25879670,2586.510071
513.200,90.35440798,0.25075387,2587.752971
513.400,90.35449035,0.24271240,2588.995848
513.600,90.35457282,0.23467229,2590.238703
513.800,90.35465540,0.22663354,2591.481536
514.000,90.35473808,0.21859614,2592.724346
514.200,90.35482087,0.21056010,2593.967134
514.400,90.35490376,0.20252542,2595.209899
514.600,90.35498677,0.19449208,2596.452642
514.800,90.35506987,0.18646009,2597.695363
515.000,90.35515309,0.17842945,2598.938061
515.200,90.35523640,0.17040016,2600.180737
515.400,90.35531983,0.16237221,2601.423391
515.600,90.35540336,0.15434560,2602.666022
515.800,90.35548699,0.14632033,2603.908631
516.000,90.35557073,0.13829640,2605.151217
516.200,90.35565457,0.13027380,2606.393781
516.400,90.35573852,0.12225255,2607.636323
516.600,90.35582257,0.11423262,2608.878843
516.800,90.35590672,0.10621403,2610.121340
517.000,90.35599098,0.09819676,2611.363814
517.200,90.35607534,0.09018082,2612.606267
517.400,90.35615981,0.08216621,2613.848697
517.600,90.35624438,0.07415293,2615.091104
