                                                         22 Jun 2020 01:21:05
Place-MidPoint


 Name       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
02626    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:34.265           574.265
02627    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:18.329           438.329
02628    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:02.399           302.399
02629    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:46.486           166.486
02630    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:30.592            30.592
02667    3 Dec 2019 00:07:55.138    3 Dec 2019 00:10:00.000           124.862
02668    3 Dec 2019 00:05:39.091    3 Dec 2019 00:10:00.000           260.909
02669    3 Dec 2019 00:03:23.043    3 Dec 2019 00:10:00.000           396.957
02670    3 Dec 2019 00:01:07.008    3 Dec 2019 00:10:00.000           532.992
02671    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02672    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02673    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02674    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02675    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:26.831           566.831
02676    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:11.212           431.212
02677    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:55.608           295.608
02678    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:40.027           160.027
02679    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:24.466            24.466
02716    3 Dec 2019 00:07:45.681    3 Dec 2019 00:10:00.000           134.319
02717    3 Dec 2019 00:05:29.884    3 Dec 2019 00:10:00.000           270.116
02718    3 Dec 2019 00:03:14.104    3 Dec 2019 00:10:00.000           405.896
02719    3 Dec 2019 00:00:58.355    3 Dec 2019 00:10:00.000           541.645
02720    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02721    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02722    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02723    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02724    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:27.585           567.585
02725    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:12.327           432.327
02726    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:57.091           297.091
02727    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:41.861           161.861
02728    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:26.657            26.657
02764    3 Dec 2019 00:09:58.665    3 Dec 2019 00:10:00.000             1.335
02765    3 Dec 2019 00:07:43.450    3 Dec 2019 00:10:00.000           136.550
02766    3 Dec 2019 00:05:28.273    3 Dec 2019 00:10:00.000           271.727
02767    3 Dec 2019 00:03:13.141    3 Dec 2019 00:10:00.000           406.859
02768    3 Dec 2019 00:00:58.054    3 Dec 2019 00:10:00.000           541.946
02769    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02770    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02771    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02772    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02773    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:33.714           573.714
02774    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:18.732           438.732
02775    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:03.759           303.759
02776    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:48.797           168.797
02777    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:33.847            33.847
02814    3 Dec 2019 00:07:58.053    3 Dec 2019 00:10:00.000           121.947
02815    3 Dec 2019 00:05:43.848    3 Dec 2019 00:10:00.000           256.152
02816    3 Dec 2019 00:03:29.702    3 Dec 2019 00:10:00.000           390.298
02817    3 Dec 2019 00:01:15.624    3 Dec 2019 00:10:00.000           524.376
02818    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02819    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02820    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02821    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02822    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:44.801           584.801
02823    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:29.903           449.903
02824    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:15.009           315.009
02825    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:00.109           180.109
02826    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:45.211            45.211
02863    3 Dec 2019 00:08:34.170    3 Dec 2019 00:10:00.000            85.830
02864    3 Dec 2019 00:06:21.292    3 Dec 2019 00:10:00.000           218.708
02865    3 Dec 2019 00:04:08.484    3 Dec 2019 00:10:00.000           351.516
02866    3 Dec 2019 00:01:55.761    3 Dec 2019 00:10:00.000           484.239
02867    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02868    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02869    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02870    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02871    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:54.022           594.022
02872    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:38.930           458.930
02873    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:23.815           323.815
02874    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:08.681           188.681
02875    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:53.529            53.529
02912    3 Dec 2019 00:09:40.534    3 Dec 2019 00:10:00.000            19.466
02913    3 Dec 2019 00:07:29.362    3 Dec 2019 00:10:00.000           150.638
02914    3 Dec 2019 00:05:18.286    3 Dec 2019 00:10:00.000           281.714
02915    3 Dec 2019 00:03:07.314    3 Dec 2019 00:10:00.000           412.686
02916    3 Dec 2019 00:00:56.450    3 Dec 2019 00:10:00.000           543.550
02917    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02918    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02919    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02920    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:56.661           596.661
02921    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:40.926           460.926
02922    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:25.136           325.136
02923    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:09.296           189.296
02924    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:53.399            53.399
02962    3 Dec 2019 00:09:17.123    3 Dec 2019 00:10:00.000            42.877
02963    3 Dec 2019 00:07:08.502    3 Dec 2019 00:10:00.000           171.498
02964    3 Dec 2019 00:05:00.027    3 Dec 2019 00:10:00.000           299.973
02965    3 Dec 2019 00:02:51.716    3 Dec 2019 00:10:00.000           428.284
02966    3 Dec 2019 00:00:43.575    3 Dec 2019 00:10:00.000           556.425
02967    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02968    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
02969    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:37.912           577.912
02970    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:20.598           440.598
02971    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:03.164           303.164
02972    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:45.596           165.596
02973    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:27.896            27.896
03013    3 Dec 2019 00:07:58.532    3 Dec 2019 00:10:00.000           121.468
03014    3 Dec 2019 00:05:54.935    3 Dec 2019 00:10:00.000           245.065
03015    3 Dec 2019 00:03:51.724    3 Dec 2019 00:10:00.000           368.276
03016    3 Dec 2019 00:01:48.938    3 Dec 2019 00:10:00.000           491.062
03017    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03018    3 Dec 2019 00:00:00.000    3 Dec 2019 00:08:28.181           508.181
03019    3 Dec 2019 00:00:00.000    3 Dec 2019 00:06:06.101           366.101
03020    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:43.493           223.493
03021    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:20.293            80.293
03219    3 Dec 2019 00:09:54.795    3 Dec 2019 00:10:00.000             5.205
03220    3 Dec 2019 00:07:42.216    3 Dec 2019 00:10:00.000           137.784
03221    3 Dec 2019 00:05:29.653    3 Dec 2019 00:10:00.000           270.347
03222    3 Dec 2019 00:03:17.118    3 Dec 2019 00:10:00.000           402.882
03223    3 Dec 2019 00:01:04.611    3 Dec 2019 00:10:00.000           535.389
03224    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03225    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03226    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03227    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03228    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:32.185           572.185
03229    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:21.134           441.134
03230    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:09.968           309.968
03231    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:58.698           178.698
03232    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:47.321            47.321
03268    3 Dec 2019 00:08:25.540    3 Dec 2019 00:10:00.000            94.460
03269    3 Dec 2019 00:06:12.938    3 Dec 2019 00:10:00.000           227.062
03270    3 Dec 2019 00:04:00.299    3 Dec 2019 00:10:00.000           359.701
03271    3 Dec 2019 00:01:47.636    3 Dec 2019 00:10:00.000           492.364
03272    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03273    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03274    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03275    3 Dec 2019 00:00:00.000    3 Dec 2019 00:08:36.814           516.814
03276    3 Dec 2019 00:00:00.000    3 Dec 2019 00:06:17.806           377.806
03277    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:58.725           238.725
03278    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:39.569            99.569
03314    3 Dec 2019 00:09:18.797    3 Dec 2019 00:10:00.000            41.203
03315    3 Dec 2019 00:06:59.259    3 Dec 2019 00:10:00.000           180.741
03316    3 Dec 2019 00:04:39.660    3 Dec 2019 00:10:00.000           320.340
03317    3 Dec 2019 00:02:19.997    3 Dec 2019 00:10:00.000           460.003
03318    3 Dec 2019 00:00:00.283    3 Dec 2019 00:10:00.000           599.717
03319    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03320    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:47.460           467.460
03321    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:32.432           332.432
03322    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:17.504           197.504
03323    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:02.676            62.676
03359    3 Dec 2019 00:08:37.602    3 Dec 2019 00:10:00.000            82.398
03360    3 Dec 2019 00:06:22.374    3 Dec 2019 00:10:00.000           217.626
03361    3 Dec 2019 00:04:07.243    3 Dec 2019 00:10:00.000           352.757
03362    3 Dec 2019 00:01:52.225    3 Dec 2019 00:10:00.000           487.775
03363    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03364    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03365    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03366    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03367    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:51.211           591.211
03368    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:39.088           459.088
03369    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:26.961           326.961
03370    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:14.835           194.835
03371    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:02.710            62.710
03408    3 Dec 2019 00:09:10.799    3 Dec 2019 00:10:00.000            49.201
03409    3 Dec 2019 00:07:05.471    3 Dec 2019 00:10:00.000           174.529
03410    3 Dec 2019 00:05:00.321    3 Dec 2019 00:10:00.000           299.679
03411    3 Dec 2019 00:02:55.365    3 Dec 2019 00:10:00.000           424.635
03412    3 Dec 2019 00:00:50.613    3 Dec 2019 00:10:00.000           549.387
03413    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03414    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03415    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:47.102           587.102
03416    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:32.162           452.162
03417    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:17.095           317.095
03418    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:01.899           181.899
03419    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:46.562            46.562
03626    3 Dec 2019 00:08:35.871    3 Dec 2019 00:10:00.000            84.129
03627    3 Dec 2019 00:07:02.302    3 Dec 2019 00:10:00.000           177.698
03628    3 Dec 2019 00:05:28.769    3 Dec 2019 00:10:00.000           271.231
03629    3 Dec 2019 00:03:55.282    3 Dec 2019 00:10:00.000           364.718
03630    3 Dec 2019 00:02:21.832    3 Dec 2019 00:10:00.000           458.168
03631    3 Dec 2019 00:00:48.428    3 Dec 2019 00:10:00.000           551.572
03632    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03633    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03634    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03635    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03636    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03637    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03638    3 Dec 2019 00:00:00.000    3 Dec 2019 00:08:55.719           535.719
03639    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:27.876           447.876
03640    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:59.954           359.954
03641    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:31.958           271.958
03642    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:03.885           183.885
03643    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:35.742            95.742
03644    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:07.520             7.520
03696    3 Dec 2019 00:09:02.303    3 Dec 2019 00:10:00.000            57.697
03697    3 Dec 2019 00:07:29.659    3 Dec 2019 00:10:00.000           150.341
03698    3 Dec 2019 00:05:56.994    3 Dec 2019 00:10:00.000           243.006
03699    3 Dec 2019 00:04:24.312    3 Dec 2019 00:10:00.000           335.688
03700    3 Dec 2019 00:02:51.620    3 Dec 2019 00:10:00.000           428.380
03701    3 Dec 2019 00:01:18.913    3 Dec 2019 00:10:00.000           521.087
03702    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03703    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03704    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03705    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03706    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03707    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03708    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03709    3 Dec 2019 00:00:00.000    3 Dec 2019 00:08:54.481           534.481
03710    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:19.024           439.024
03711    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:43.538           343.538
03712    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:08.024           248.024
03713    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:32.475           152.475
03714    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:56.900            56.900
03763    3 Dec 2019 00:08:42.979    3 Dec 2019 00:10:00.000            77.021
03764    3 Dec 2019 00:07:06.883    3 Dec 2019 00:10:00.000           173.117
03765    3 Dec 2019 00:05:30.794    3 Dec 2019 00:10:00.000           269.206
03766    3 Dec 2019 00:03:54.720    3 Dec 2019 00:10:00.000           365.280
03767    3 Dec 2019 00:02:18.657    3 Dec 2019 00:10:00.000           461.343
03768    3 Dec 2019 00:00:42.614    3 Dec 2019 00:10:00.000           557.386
03769    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03770    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03771    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03772    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03773    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03774    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03775    3 Dec 2019 00:00:00.000    3 Dec 2019 00:08:39.144           519.144
03776    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:05.850           425.850
03777    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:32.574           332.574
03778    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:59.332           239.332
03779    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:26.110           146.110
03780    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:52.917            52.917
03831    3 Dec 2019 00:09:37.225    3 Dec 2019 00:10:00.000            22.775
03832    3 Dec 2019 00:08:07.226    3 Dec 2019 00:10:00.000           112.774
03833    3 Dec 2019 00:06:37.277    3 Dec 2019 00:10:00.000           202.723
03834    3 Dec 2019 00:05:07.382    3 Dec 2019 00:10:00.000           292.618
03835    3 Dec 2019 00:03:37.550    3 Dec 2019 00:10:00.000           382.450
03836    3 Dec 2019 00:02:07.781    3 Dec 2019 00:10:00.000           472.219
03837    3 Dec 2019 00:00:38.067    3 Dec 2019 00:10:00.000           561.933
03838    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03839    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03840    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03841    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03842    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03843    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03844    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
03845    3 Dec 2019 00:00:00.000    3 Dec 2019 00:09:09.591           549.591
03846    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:36.897           456.897
03847    3 Dec 2019 00:00:00.000    3 Dec 2019 00:06:04.188           364.188
03848    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:31.459           271.459
03849    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:58.706           178.706
03850    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:25.940            85.940
04065    3 Dec 2019 00:09:23.923    3 Dec 2019 00:10:00.000            36.077
04066    3 Dec 2019 00:07:54.717    3 Dec 2019 00:10:00.000           125.283
04067    3 Dec 2019 00:06:25.539    3 Dec 2019 00:10:00.000           214.461
04068    3 Dec 2019 00:04:56.378    3 Dec 2019 00:10:00.000           303.622
04069    3 Dec 2019 00:03:27.230    3 Dec 2019 00:10:00.000           392.770
04070    3 Dec 2019 00:01:58.106    3 Dec 2019 00:09:21.675           443.569
04071    3 Dec 2019 00:00:29.003    3 Dec 2019 00:07:41.361           432.358
04072    3 Dec 2019 00:00:00.000    3 Dec 2019 00:06:00.967           360.967
04073    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:20.494           260.494
04074    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:39.941           159.941
04075    3 Dec 2019 00:00:00.000    3 Dec 2019 00:00:59.312            59.312
04126    3 Dec 2019 00:09:19.613    3 Dec 2019 00:10:00.000            40.387
04127    3 Dec 2019 00:07:45.800    3 Dec 2019 00:10:00.000           134.200
04128    3 Dec 2019 00:06:12.043    3 Dec 2019 00:10:00.000           227.957
04129    3 Dec 2019 00:04:38.350    3 Dec 2019 00:10:00.000           321.650
04130    3 Dec 2019 00:03:04.722    3 Dec 2019 00:10:00.000           415.278
04131    3 Dec 2019 00:01:31.158    3 Dec 2019 00:10:00.000           508.842
04132    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04133    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04134    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04135    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04136    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04137    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04138    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04139    3 Dec 2019 00:00:00.000    3 Dec 2019 00:08:36.143           516.143
04140    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:06.471           426.471
04141    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:36.799           336.799
04142    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:07.121           247.121
04143    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:37.438           157.438
04144    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:07.755            67.755
04203    3 Dec 2019 00:09:43.862    3 Dec 2019 00:10:00.000            16.138
04204    3 Dec 2019 00:08:25.740    3 Dec 2019 00:10:00.000            94.260
04205    3 Dec 2019 00:07:07.989    3 Dec 2019 00:10:00.000           172.011
04206    3 Dec 2019 00:05:50.640    3 Dec 2019 00:10:00.000           249.360
04207    3 Dec 2019 00:04:33.734    3 Dec 2019 00:10:00.000           326.266
04208    3 Dec 2019 00:03:17.324    3 Dec 2019 00:10:00.000           402.676
04209    3 Dec 2019 00:02:01.468    3 Dec 2019 00:09:48.047           466.578
04210    3 Dec 2019 00:00:46.244    3 Dec 2019 00:08:10.027           443.783
04211    3 Dec 2019 00:00:00.000    3 Dec 2019 00:06:31.329           391.329
04212    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:51.852           291.852
04213    3 Dec 2019 00:00:00.000    3 Dec 2019 00:03:11.398           191.398
04214    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:29.736            89.736
04367    3 Dec 2019 00:08:52.234    3 Dec 2019 00:10:00.000            67.766
04368    3 Dec 2019 00:07:21.987    3 Dec 2019 00:10:00.000           158.013
04369    3 Dec 2019 00:05:51.743    3 Dec 2019 00:10:00.000           248.257
04370    3 Dec 2019 00:04:21.511    3 Dec 2019 00:10:00.000           338.489
04371    3 Dec 2019 00:02:51.293    3 Dec 2019 00:10:00.000           428.707
04372    3 Dec 2019 00:01:21.089    3 Dec 2019 00:10:00.000           518.911
04373    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04374    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04375    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04376    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04377    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04378    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04379    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04380    3 Dec 2019 00:00:00.000    3 Dec 2019 00:10:00.000           600.000
04381    3 Dec 2019 00:00:00.000    3 Dec 2019 00:08:38.514           518.514
04382    3 Dec 2019 00:00:00.000    3 Dec 2019 00:07:09.806           429.806
04383    3 Dec 2019 00:00:00.000    3 Dec 2019 00:05:41.043           341.043
04384    3 Dec 2019 00:00:00.000    3 Dec 2019 00:04:12.234           252.234
04385    3 Dec 2019 00:00:00.000    3 Dec 2019 00:02:43.358           163.358
04386    3 Dec 2019 00:00:00.000    3 Dec 2019 00:01:14.439            74.439
