Fac01,-158.26,21.57
Fac02,-147.52,64.98
Fac03,-120.60,34.67
Fac04,-106.61,32.54
Fac05,-95.91,41.11
Fac06,-77.37,38.50
Fac07,-64.97,18.36
Fac08,-14.40,-7.91
Fac09,24.92,60.21
Fac10,34.90,32
Fac11,50.61,26.21
Fac12,54.45,24.43
Fac13,72.37,-7.27
Fac14,103.99,1.35
Fac15,113.70,-24.87
Fac16,115.89,-31.80
Fac17,127.03,37.09
Fac18,141.32,40.72
Fac19,144.94,13.58
Fac20,167.73,8.72
